"","trap_id","trap_date","spp","method","total","zone","year","week"
"3537","LC-049",2021-07-20,"Tarsalis","L",27,"BE",2021,29
"3538","LC-053",2021-07-20,"Pipiens","L",1,"BE",2021,29
"3539","LC-053",2021-07-20,"Tarsalis","L",178,"BE",2021,29
"3540","LC-054",2021-07-20,"Tarsalis","L",85,"BE",2021,29
"3541","LC-054",2021-07-20,"Pipiens","L",16,"BE",2021,29
"3542","WC-055",2021-07-20,"Tarsalis","L",13,"BE",2021,29
"3543","FC-006",2021-07-18,"Pipiens","L",3,"NE",2021,29
"3544","FC-006",2021-07-18,"Tarsalis","L",32,"NE",2021,29
"3545","FC-014",2021-07-18,"Pipiens","L",104,"NE",2021,29
"3546","FC-014",2021-07-18,"Tarsalis","L",194,"NE",2021,29
"3547","FC-019",2021-07-18,"Tarsalis","L",47,"NE",2021,29
"3548","FC-019",2021-07-18,"Pipiens","L",19,"NE",2021,29
"3549","FC-034",2021-07-18,"Tarsalis","L",5,"NE",2021,29
"3550","FC-036",2021-07-18,"Pipiens","L",16,"NW",2021,29
"3551","FC-036",2021-07-18,"Tarsalis","L",318,"NW",2021,29
"3552","FC-038",2021-07-18,"Tarsalis","L",33,"NE",2021,29
"3553","FC-040",2021-07-18,"Pipiens","L",10,"NE",2021,29
"3554","FC-040",2021-07-18,"Tarsalis","L",164,"NE",2021,29
"3555","FC-040GR",2021-07-18,"Pipiens","G",31,"NE",2021,29
"3556","FC-067",2021-07-18,"Pipiens","L",31,"NE",2021,29
"3557","FC-067",2021-07-18,"Tarsalis","L",110,"NE",2021,29
"3558","FC-069",2021-07-18,"Pipiens","L",6,"NE",2021,29
"3559","FC-069",2021-07-18,"Tarsalis","L",250,"NE",2021,29
"3560","FC-072",2021-07-18,"Tarsalis","L",89,"NE",2021,29
"3561","FC-072",2021-07-18,"Pipiens","L",13,"NE",2021,29
"3562","FC-091GR",2021-07-18,"Tarsalis","G",1,"NE",2021,29
"3563","FC-091GR",2021-07-18,"Pipiens","G",68,"NE",2021,29
"3564","FC-092GR",2021-07-18,"Pipiens","G",33,"NE",2021,29
"3565","FC-092GR",2021-07-18,"Tarsalis","G",3,"NE",2021,29
"3566","FC-004",2021-07-19,"Pipiens","L",1,"SE",2021,29
"3567","FC-004",2021-07-19,"Tarsalis","L",56,"SE",2021,29
"3568","FC-023",2021-07-19,"Tarsalis","L",46,"SE",2021,29
"3569","FC-023",2021-07-19,"Pipiens","L",20,"SE",2021,29
"3570","FC-027",2021-07-19,"Pipiens","L",136,"SE",2021,29
"3571","FC-027",2021-07-19,"Tarsalis","L",261,"SE",2021,29
"3572","FC-031",2021-07-19,"Tarsalis","L",82,"SE",2021,29
"3573","FC-039",2021-07-19,"Tarsalis","L",1,"SE",2021,29
"3574","FC-046",2021-07-19,"Pipiens","L",48,"SE",2021,29
"3575","FC-046",2021-07-19,"Tarsalis","L",226,"SE",2021,29
"3576","FC-047",2021-07-19,"Tarsalis","L",25,"SE",2021,29
"3577","FC-050",2021-07-19,"Tarsalis","L",100,"SE",2021,29
"3578","FC-050",2021-07-19,"Pipiens","L",25,"SE",2021,29
"3579","FC-053",2021-07-19,"Tarsalis","L",83,"SE",2021,29
"3580","FC-053",2021-07-19,"Pipiens","L",3,"SE",2021,29
"3581","FC-059",2021-07-19,"Tarsalis","L",25,"SE",2021,29
"3582","FC-059",2021-07-19,"Pipiens","L",12,"SE",2021,29
"3583","FC-064",2021-07-19,"Tarsalis","L",117,"SE",2021,29
"3584","FC-064",2021-07-19,"Pipiens","L",17,"SE",2021,29
"3585","FC-066",2021-07-19,"Pipiens","L",137,"NE",2021,29
"3586","FC-066",2021-07-19,"Tarsalis","L",221,"NE",2021,29
"3587","FC-066GR",2021-07-19,"Tarsalis","G",17,"NE",2021,29
"3588","FC-066GR",2021-07-19,"Pipiens","G",63,"NE",2021,29
"3589","FC-074",2021-07-19,"Tarsalis","L",525,"SE",2021,29
"3590","FC-074",2021-07-19,"Pipiens","L",9,"SE",2021,29
"3591","FC-075",2021-07-19,"Pipiens","L",3,"SE",2021,29
"3592","FC-075",2021-07-19,"Tarsalis","L",93,"SE",2021,29
"3593","FC-075GR",2021-07-19,"Pipiens","G",13,"SE",2021,29
"3594","FC-088GR",2021-07-19,"Pipiens","G",184,"SE",2021,29
"3595","FC-011",2021-07-20,"Tarsalis","L",18,"NW",2021,29
"3596","FC-011",2021-07-20,"Pipiens","L",5,"NW",2021,29
"3597","FC-015",2021-07-20,"Tarsalis","L",5,"NW",2021,29
"3598","FC-041",2021-07-20,"Tarsalis","L",144,"NW",2021,29
"3599","FC-041",2021-07-20,"Pipiens","L",16,"NW",2021,29
"3600","FC-049",2021-07-20,"Tarsalis","L",13,"SW",2021,29
"3601","FC-049",2021-07-20,"Pipiens","L",2,"SW",2021,29
"3602","FC-052",2021-07-20,"Tarsalis","L",12,"NW",2021,29
"3603","FC-058",2021-07-20,"Tarsalis","L",14,"SW",2021,29
"3604","FC-060",2021-07-20,"Tarsalis","L",6,"NW",2021,29
"3605","FC-060",2021-07-20,"Pipiens","L",7,"NW",2021,29
"3606","FC-061",2021-07-20,"Tarsalis","L",63,"NW",2021,29
"3607","FC-063",2021-07-20,"Tarsalis","L",15,"NW",2021,29
"3608","FC-063GR",2021-07-20,"Pipiens","G",4,"NW",2021,29
"3609","FC-073",2021-07-20,"Pipiens","L",7,"NW",2021,29
"3610","FC-073",2021-07-20,"Tarsalis","L",34,"NW",2021,29
"3611","FC-090GR",2021-07-20,"Pipiens","G",9,"NW",2021,29
"3612","FC-001",2021-07-21,"Tarsalis","L",1,"SW",2021,29
"3613","FC-029",2021-07-21,"Pipiens","L",6,"SE",2021,29
"3614","FC-029",2021-07-21,"Tarsalis","L",98,"SE",2021,29
"3615","FC-037",2021-07-21,"Tarsalis","L",17,"SW",2021,29
"3616","FC-054",2021-07-21,"Tarsalis","L",200,"SE",2021,29
"3617","FC-054",2021-07-21,"Pipiens","L",23,"SE",2021,29
"3618","FC-057",2021-07-21,"Pipiens","L",1,"SW",2021,29
"3619","FC-057",2021-07-21,"Tarsalis","L",24,"SW",2021,29
"3620","FC-062",2021-07-21,"Tarsalis","L",38,"SW",2021,29
"3621","FC-062",2021-07-21,"Pipiens","L",10,"SW",2021,29
"3622","FC-089GR",2021-07-21,"Tarsalis","G",1,"SW",2021,29
"3623","FC-089GR",2021-07-21,"Pipiens","G",141,"SW",2021,29
"3624","LV-069",2021-07-18,"Tarsalis","L",212,"LV",2021,29
"3625","LV-069",2021-07-18,"Pipiens","L",26,"LV",2021,29
"3626","LV-095",2021-07-18,"Pipiens","L",3,"LV",2021,29
"3627","LV-095",2021-07-18,"Tarsalis","L",213,"LV",2021,29
"3628","LV-089",2021-07-19,"Tarsalis","L",123,"LV",2021,29
"3629","LV-089",2021-07-19,"Pipiens","L",20,"LV",2021,29
"3630","LV-104",2021-07-19,"Pipiens","L",15,"LV",2021,29
"3631","LV-104",2021-07-19,"Tarsalis","L",250,"LV",2021,29
"3632","LV-110",2021-07-19,"Tarsalis","L",279,"LV",2021,29
"3633","LV-110",2021-07-19,"Pipiens","L",4,"LV",2021,29
"3634","LV-020",2021-07-20,"Tarsalis","L",85,"LV",2021,29
"3635","LV-020",2021-07-20,"Pipiens","L",1,"LV",2021,29
"3636","LC-001",2021-07-27,"Pipiens","L",29,"BE",2021,30
"3637","LC-001",2021-07-27,"Tarsalis","L",155,"BE",2021,30
"3638","LC-049",2021-07-27,"Pipiens","L",5,"BE",2021,30
"3639","LC-049",2021-07-27,"Tarsalis","L",183,"BE",2021,30
"3640","LC-053",2021-07-27,"Tarsalis","L",199,"BE",2021,30
"3641","LC-054",2021-07-27,"Pipiens","L",71,"BE",2021,30
"3642","LC-054",2021-07-27,"Tarsalis","L",367,"BE",2021,30
"3643","WC-055",2021-07-27,"Pipiens","L",2,"BE",2021,30
"3644","WC-055",2021-07-27,"Tarsalis","L",89,"BE",2021,30
"3645","FC-014",2021-07-25,"Tarsalis","L",44,"NE",2021,30
"3646","FC-014",2021-07-25,"Pipiens","L",12,"NE",2021,30
"3647","FC-019",2021-07-25,"Pipiens","L",23,"NE",2021,30
"3648","FC-019",2021-07-25,"Tarsalis","L",205,"NE",2021,30
"3649","FC-034",2021-07-25,"Tarsalis","L",33,"NE",2021,30
"3650","FC-036",2021-07-25,"Tarsalis","L",110,"NW",2021,30
"3651","FC-036",2021-07-25,"Pipiens","L",16,"NW",2021,30
"3652","FC-038",2021-07-25,"Pipiens","L",6,"NE",2021,30
"3653","FC-038",2021-07-25,"Tarsalis","L",106,"NE",2021,30
"3654","FC-040",2021-07-25,"Pipiens","L",7,"NE",2021,30
"3655","FC-040",2021-07-25,"Tarsalis","L",260,"NE",2021,30
"3656","FC-040GR",2021-07-25,"Pipiens","G",147,"NE",2021,30
"3657","FC-066",2021-07-25,"Pipiens","L",255,"NE",2021,30
"3658","FC-066",2021-07-25,"Tarsalis","L",172,"NE",2021,30
"3659","FC-066GR",2021-07-25,"Tarsalis","G",3,"NE",2021,30
"3660","FC-066GR",2021-07-25,"Pipiens","G",74,"NE",2021,30
"3661","FC-067",2021-07-25,"Pipiens","L",9,"NE",2021,30
"3662","FC-067",2021-07-25,"Tarsalis","L",71,"NE",2021,30
"3663","FC-069",2021-07-25,"Tarsalis","L",38,"NE",2021,30
"3664","FC-072",2021-07-25,"Tarsalis","L",200,"NE",2021,30
"3665","FC-072",2021-07-25,"Pipiens","L",19,"NE",2021,30
"3666","FC-091GR",2021-07-25,"Pipiens","G",7,"NE",2021,30
"3667","FC-092GR",2021-07-25,"Pipiens","G",50,"NE",2021,30
"3668","FC-092GR",2021-07-25,"Tarsalis","G",1,"NE",2021,30
"3669","FC-004",2021-07-26,"Tarsalis","L",147,"SE",2021,30
"3670","FC-004",2021-07-26,"Pipiens","L",26,"SE",2021,30
"3671","FC-006",2021-07-26,"Pipiens","L",10,"NE",2021,30
"3672","FC-006",2021-07-26,"Tarsalis","L",62,"NE",2021,30
"3673","FC-023",2021-07-26,"Tarsalis","L",61,"SE",2021,30
"3674","FC-023",2021-07-26,"Pipiens","L",30,"SE",2021,30
"3675","FC-027",2021-07-26,"Tarsalis","L",416,"SE",2021,30
"3676","FC-027",2021-07-26,"Pipiens","L",158,"SE",2021,30
"3677","FC-031",2021-07-26,"Tarsalis","L",439,"SE",2021,30
"3678","FC-031",2021-07-26,"Pipiens","L",19,"SE",2021,30
"3679","FC-039",2021-07-26,"Tarsalis","L",63,"SE",2021,30
"3680","FC-039",2021-07-26,"Pipiens","L",4,"SE",2021,30
"3681","FC-046",2021-07-26,"Pipiens","L",46,"SE",2021,30
"3682","FC-046",2021-07-26,"Tarsalis","L",239,"SE",2021,30
"3683","FC-047",2021-07-26,"Pipiens","L",2,"SE",2021,30
"3684","FC-047",2021-07-26,"Tarsalis","L",43,"SE",2021,30
"3685","FC-050",2021-07-26,"Pipiens","L",42,"SE",2021,30
"3686","FC-050",2021-07-26,"Tarsalis","L",87,"SE",2021,30
"3687","FC-053",2021-07-26,"Tarsalis","L",70,"SE",2021,30
"3688","FC-053",2021-07-26,"Pipiens","L",1,"SE",2021,30
"3689","FC-059",2021-07-26,"Pipiens","L",11,"SE",2021,30
"3690","FC-059",2021-07-26,"Tarsalis","L",40,"SE",2021,30
"3691","FC-064",2021-07-26,"Tarsalis","L",227,"SE",2021,30
"3692","FC-064",2021-07-26,"Pipiens","L",7,"SE",2021,30
"3693","FC-074",2021-07-26,"Tarsalis","L",268,"SE",2021,30
"3694","FC-074",2021-07-26,"Pipiens","L",17,"SE",2021,30
"3695","FC-075",2021-07-26,"Tarsalis","L",141,"SE",2021,30
"3696","FC-075",2021-07-26,"Pipiens","L",11,"SE",2021,30
"3697","FC-075GR",2021-07-26,"Pipiens","G",33,"SE",2021,30
"3698","FC-088GR",2021-07-26,"Pipiens","G",356,"SE",2021,30
"3699","FC-011",2021-07-27,"Tarsalis","L",25,"NW",2021,30
"3700","FC-011",2021-07-27,"Pipiens","L",24,"NW",2021,30
"3701","FC-015",2021-07-27,"Tarsalis","L",22,"NW",2021,30
"3702","FC-015",2021-07-27,"Pipiens","L",2,"NW",2021,30
"3703","FC-041",2021-07-27,"Pipiens","L",24,"NW",2021,30
"3704","FC-041",2021-07-27,"Tarsalis","L",161,"NW",2021,30
"3705","FC-049",2021-07-27,"Tarsalis","L",48,"SW",2021,30
"3706","FC-049",2021-07-27,"Pipiens","L",8,"SW",2021,30
"3707","FC-052",2021-07-27,"Tarsalis","L",39,"NW",2021,30
"3708","FC-052",2021-07-27,"Pipiens","L",6,"NW",2021,30
"3709","FC-058",2021-07-27,"Tarsalis","L",20,"SW",2021,30
"3710","FC-060",2021-07-27,"Pipiens","L",10,"NW",2021,30
"3711","FC-060",2021-07-27,"Tarsalis","L",25,"NW",2021,30
"3712","FC-063",2021-07-27,"Pipiens","L",3,"NW",2021,30
"3713","FC-063",2021-07-27,"Tarsalis","L",10,"NW",2021,30
"3714","FC-063GR",2021-07-27,"Tarsalis","G",1,"NW",2021,30
"3715","FC-063GR",2021-07-27,"Pipiens","G",106,"NW",2021,30
"3716","FC-090GR",2021-07-27,"Pipiens","G",84,"NW",2021,30
"3717","FC-001",2021-07-28,"Tarsalis","L",105,"SW",2021,30
"3718","FC-001",2021-07-28,"Pipiens","L",26,"SW",2021,30
"3719","FC-029",2021-07-28,"Pipiens","L",9,"SE",2021,30
"3720","FC-029",2021-07-28,"Tarsalis","L",84,"SE",2021,30
"3721","FC-029GR",2021-07-28,"Pipiens","G",168,"SE",2021,30
"3722","FC-037",2021-07-28,"Pipiens","L",5,"SW",2021,30
"3723","FC-037",2021-07-28,"Tarsalis","L",138,"SW",2021,30
"3724","FC-054",2021-07-28,"Pipiens","L",64,"SE",2021,30
"3725","FC-054",2021-07-28,"Tarsalis","L",387,"SE",2021,30
"3726","FC-061",2021-07-28,"Pipiens","L",11,"NW",2021,30
"3727","FC-061",2021-07-28,"Tarsalis","L",138,"NW",2021,30
"3728","FC-062",2021-07-28,"Tarsalis","L",83,"SW",2021,30
"3729","FC-062",2021-07-28,"Pipiens","L",15,"SW",2021,30
"3730","FC-068",2021-07-28,"Pipiens","L",2,"SW",2021,30
"3731","FC-068",2021-07-28,"Tarsalis","L",62,"SW",2021,30
"3732","FC-071",2021-07-28,"Tarsalis","L",18,"SW",2021,30
"3733","FC-073",2021-07-28,"Pipiens","L",25,"NW",2021,30
"3734","FC-073",2021-07-28,"Tarsalis","L",56,"NW",2021,30
"3735","FC-089GR",2021-07-28,"Pipiens","G",115,"SW",2021,30
"3736","FC-093",2021-07-28,"Pipiens","L",2,"SW",2021,30
"3737","FC-093",2021-07-28,"Tarsalis","L",95,"SW",2021,30
"3738","FC-057",2021-07-29,"Tarsalis","L",17,"SW",2021,30
"3739","LV-069",2021-07-25,"Pipiens","L",8,"LV",2021,30
"3740","LV-069",2021-07-25,"Tarsalis","L",169,"LV",2021,30
"3741","LV-095",2021-07-25,"Tarsalis","L",96,"LV",2021,30
"3742","LV-095",2021-07-25,"Pipiens","L",3,"LV",2021,30
"3743","LV-089",2021-07-26,"Tarsalis","L",191,"LV",2021,30
"3744","LV-089",2021-07-26,"Pipiens","L",8,"LV",2021,30
"3745","LV-104",2021-07-26,"Tarsalis","L",38,"LV",2021,30
"3746","LV-110",2021-07-26,"Pipiens","L",8,"LV",2021,30
"3747","LV-110",2021-07-26,"Tarsalis","L",262,"LV",2021,30
"3748","LV-020",2021-07-27,"Tarsalis","L",93,"LV",2021,30
"3749","LC-001",2021-08-03,"Tarsalis","L",61,"BE",2021,31
"3750","LC-001",2021-08-03,"Pipiens","L",36,"BE",2021,31
"3751","LC-049",2021-08-03,"Tarsalis","L",19,"BE",2021,31
"3752","LC-049",2021-08-03,"Pipiens","L",5,"BE",2021,31
"3753","LC-053",2021-08-03,"Tarsalis","L",49,"BE",2021,31
"3754","LC-054",2021-08-03,"Pipiens","L",19,"BE",2021,31
"3755","LC-054",2021-08-03,"Tarsalis","L",16,"BE",2021,31
"3756","WC-055",2021-08-03,"Tarsalis","L",15,"BE",2021,31
"3757","FC-006",2021-08-01,"Tarsalis","L",23,"NE",2021,31
"3758","FC-006",2021-08-01,"Pipiens","L",12,"NE",2021,31
"3759","FC-014",2021-08-01,"Pipiens","L",282,"NE",2021,31
"3760","FC-014",2021-08-01,"Tarsalis","L",161,"NE",2021,31
"3761","FC-019",2021-08-01,"Pipiens","L",31,"NE",2021,31
"3762","FC-019",2021-08-01,"Tarsalis","L",29,"NE",2021,31
"3763","FC-034",2021-08-01,"Pipiens","L",11,"NE",2021,31
"3764","FC-034",2021-08-01,"Tarsalis","L",239,"NE",2021,31
"3765","FC-036",2021-08-01,"Pipiens","L",11,"NW",2021,31
"3766","FC-036",2021-08-01,"Tarsalis","L",22,"NW",2021,31
"3767","FC-038",2021-08-01,"Pipiens","L",13,"NE",2021,31
"3768","FC-038",2021-08-01,"Tarsalis","L",48,"NE",2021,31
"3769","FC-040",2021-08-01,"Tarsalis","L",104,"NE",2021,31
"3770","FC-040",2021-08-01,"Pipiens","L",22,"NE",2021,31
"3771","FC-040GR",2021-08-01,"Pipiens","G",22,"NE",2021,31
"3772","FC-066",2021-08-01,"Pipiens","L",375,"NE",2021,31
"3773","FC-066",2021-08-01,"Tarsalis","L",116,"NE",2021,31
"3774","FC-066GR",2021-08-01,"Pipiens","G",7,"NE",2021,31
"3775","FC-067",2021-08-01,"Pipiens","L",35,"NE",2021,31
"3776","FC-067",2021-08-01,"Tarsalis","L",110,"NE",2021,31
"3777","FC-069",2021-08-01,"Tarsalis","L",25,"NE",2021,31
"3778","FC-069",2021-08-01,"Pipiens","L",2,"NE",2021,31
"3779","FC-072",2021-08-01,"Tarsalis","L",138,"NE",2021,31
"3780","FC-072",2021-08-01,"Pipiens","L",50,"NE",2021,31
"3781","FC-091GR",2021-08-01,"Pipiens","G",25,"NE",2021,31
"3782","FC-092GR",2021-08-01,"Pipiens","G",29,"NE",2021,31
"3783","FC-004",2021-08-02,"Pipiens","L",22,"SE",2021,31
"3784","FC-004",2021-08-02,"Tarsalis","L",66,"SE",2021,31
"3785","FC-023",2021-08-02,"Pipiens","L",8,"SE",2021,31
"3786","FC-023",2021-08-02,"Tarsalis","L",39,"SE",2021,31
"3787","FC-027",2021-08-02,"Pipiens","L",84,"SE",2021,31
"3788","FC-027",2021-08-02,"Tarsalis","L",189,"SE",2021,31
"3789","FC-031",2021-08-02,"Pipiens","L",15,"SE",2021,31
"3790","FC-031",2021-08-02,"Tarsalis","L",132,"SE",2021,31
"3791","FC-039",2021-08-02,"Tarsalis","L",100,"SE",2021,31
"3792","FC-039",2021-08-02,"Pipiens","L",9,"SE",2021,31
"3793","FC-046",2021-08-02,"Pipiens","L",14,"SE",2021,31
"3794","FC-046",2021-08-02,"Tarsalis","L",64,"SE",2021,31
"3795","FC-047",2021-08-02,"Pipiens","L",7,"SE",2021,31
"3796","FC-047",2021-08-02,"Tarsalis","L",42,"SE",2021,31
"3797","FC-050",2021-08-02,"Tarsalis","L",2,"SE",2021,31
"3798","FC-053",2021-08-02,"Tarsalis","L",104,"SE",2021,31
"3799","FC-059",2021-08-02,"Tarsalis","L",13,"SE",2021,31
"3800","FC-059",2021-08-02,"Pipiens","L",12,"SE",2021,31
"3801","FC-064",2021-08-02,"Tarsalis","L",56,"SE",2021,31
"3802","FC-074",2021-08-02,"Pipiens","L",14,"SE",2021,31
"3803","FC-074",2021-08-02,"Tarsalis","L",72,"SE",2021,31
"3804","FC-075",2021-08-02,"Tarsalis","L",88,"SE",2021,31
"3805","FC-075",2021-08-02,"Pipiens","L",36,"SE",2021,31
"3806","FC-075GR",2021-08-02,"Pipiens","G",54,"SE",2021,31
"3807","FC-088GR",2021-08-02,"Pipiens","G",92,"SE",2021,31
"3808","FC-011",2021-08-03,"Pipiens","L",23,"NW",2021,31
"3809","FC-011",2021-08-03,"Tarsalis","L",5,"NW",2021,31
"3810","FC-015",2021-08-03,"Tarsalis","L",5,"NW",2021,31
"3811","FC-015",2021-08-03,"Pipiens","L",2,"NW",2021,31
"3812","FC-041",2021-08-03,"Pipiens","L",9,"NW",2021,31
"3813","FC-041",2021-08-03,"Tarsalis","L",25,"NW",2021,31
"3814","FC-049",2021-08-03,"Tarsalis","L",11,"SW",2021,31
"3815","FC-049",2021-08-03,"Pipiens","L",3,"SW",2021,31
"3816","FC-052",2021-08-03,"Pipiens","L",2,"NW",2021,31
"3817","FC-052",2021-08-03,"Tarsalis","L",3,"NW",2021,31
"3818","FC-058",2021-08-03,"Pipiens","L",6,"SW",2021,31
"3819","FC-058",2021-08-03,"Tarsalis","L",11,"SW",2021,31
"3820","FC-060",2021-08-03,"Tarsalis","L",15,"NW",2021,31
"3821","FC-060",2021-08-03,"Pipiens","L",18,"NW",2021,31
"3822","FC-061",2021-08-03,"Pipiens","L",2,"NW",2021,31
"3823","FC-061",2021-08-03,"Tarsalis","L",19,"NW",2021,31
"3824","FC-063",2021-08-03,"Tarsalis","L",3,"NW",2021,31
"3825","FC-063",2021-08-03,"Pipiens","L",5,"NW",2021,31
"3826","FC-063GR",2021-08-03,"Pipiens","G",4,"NW",2021,31
"3827","FC-073",2021-08-03,"Pipiens","L",3,"NW",2021,31
"3828","FC-073",2021-08-03,"Tarsalis","L",7,"NW",2021,31
"3829","FC-090GR",2021-08-03,"Pipiens","G",6,"NW",2021,31
"3830","FC-001",2021-08-04,"Pipiens","L",5,"SW",2021,31
"3831","FC-001",2021-08-04,"Tarsalis","L",7,"SW",2021,31
"3832","FC-029",2021-08-04,"Tarsalis","L",32,"SE",2021,31
"3833","FC-029",2021-08-04,"Pipiens","L",14,"SE",2021,31
"3834","FC-029GR",2021-08-04,"Pipiens","G",55,"SE",2021,31
"3835","FC-029GR",2021-08-04,"Tarsalis","G",2,"SE",2021,31
"3836","FC-037",2021-08-04,"Pipiens","L",9,"SW",2021,31
"3837","FC-037",2021-08-04,"Tarsalis","L",30,"SW",2021,31
"3838","FC-054",2021-08-04,"Tarsalis","L",12,"SE",2021,31
"3839","FC-054",2021-08-04,"Pipiens","L",5,"SE",2021,31
"3840","FC-057",2021-08-04,"Tarsalis","L",6,"SW",2021,31
"3841","FC-062",2021-08-04,"Tarsalis","L",7,"SW",2021,31
"3842","FC-062",2021-08-04,"Pipiens","L",4,"SW",2021,31
"3843","FC-068",2021-08-04,"Pipiens","L",2,"SW",2021,31
"3844","FC-068",2021-08-04,"Tarsalis","L",12,"SW",2021,31
"3845","FC-071",2021-08-04,"Tarsalis","L",1,"SW",2021,31
"3846","FC-071",2021-08-04,"Pipiens","L",2,"SW",2021,31
"3847","FC-089GR",2021-08-04,"Pipiens","G",409,"SW",2021,31
"3848","FC-093",2021-08-04,"Tarsalis","L",24,"SW",2021,31
"3849","FC-093",2021-08-04,"Pipiens","L",6,"SW",2021,31
"3850","LV-069",2021-08-01,"Pipiens","L",2,"LV",2021,31
"3851","LV-069",2021-08-01,"Tarsalis","L",83,"LV",2021,31
"3852","LV-095",2021-08-01,"Pipiens","L",48,"LV",2021,31
"3853","LV-095",2021-08-01,"Tarsalis","L",268,"LV",2021,31
"3854","LV-089",2021-08-02,"Tarsalis","L",110,"LV",2021,31
"3855","LV-089",2021-08-02,"Pipiens","L",8,"LV",2021,31
"3856","LV-104",2021-08-02,"Pipiens","L",5,"LV",2021,31
"3857","LV-104",2021-08-02,"Tarsalis","L",43,"LV",2021,31
"3858","LV-110",2021-08-02,"Tarsalis","L",63,"LV",2021,31
"3859","LV-110",2021-08-02,"Pipiens","L",13,"LV",2021,31
"3860","LV-020",2021-08-03,"Tarsalis","L",9,"LV",2021,31
"3861","LV-020",2021-08-03,"Pipiens","L",2,"LV",2021,31
"3862","LC-001",2021-08-10,"Tarsalis","L",37,"BE",2021,32
"3863","LC-001",2021-08-10,"Pipiens","L",20,"BE",2021,32
"3864","LC-049",2021-08-10,"Tarsalis","L",18,"BE",2021,32
"3865","LC-053",2021-08-10,"Pipiens","L",5,"BE",2021,32
"3866","LC-053",2021-08-10,"Tarsalis","L",43,"BE",2021,32
"3867","LC-054",2021-08-10,"Tarsalis","L",32,"BE",2021,32
"3868","LC-054",2021-08-10,"Pipiens","L",50,"BE",2021,32
"3869","WC-055",2021-08-10,"Pipiens","L",3,"BE",2021,32
"3870","WC-055",2021-08-10,"Tarsalis","L",10,"BE",2021,32
"3871","FC-006",2021-08-08,"Pipiens","L",27,"NE",2021,32
"3872","FC-006",2021-08-08,"Tarsalis","L",15,"NE",2021,32
"3873","FC-014",2021-08-08,"Pipiens","L",341,"NE",2021,32
"3874","FC-014",2021-08-08,"Tarsalis","L",78,"NE",2021,32
"3875","FC-019",2021-08-08,"Pipiens","L",27,"NE",2021,32
"3876","FC-019",2021-08-08,"Tarsalis","L",7,"NE",2021,32
"3877","FC-034",2021-08-08,"Tarsalis","L",100,"NE",2021,32
"3878","FC-034",2021-08-08,"Pipiens","L",6,"NE",2021,32
"3879","FC-036",2021-08-08,"Tarsalis","L",30,"NW",2021,32
"3880","FC-036",2021-08-08,"Pipiens","L",27,"NW",2021,32
"3881","FC-038",2021-08-08,"Pipiens","L",18,"NE",2021,32
"3882","FC-038",2021-08-08,"Tarsalis","L",61,"NE",2021,32
"3883","FC-040",2021-08-08,"Pipiens","L",22,"NE",2021,32
"3884","FC-040",2021-08-08,"Tarsalis","L",55,"NE",2021,32
"3885","FC-040GR",2021-08-08,"Pipiens","G",121,"NE",2021,32
"3886","FC-066",2021-08-08,"Pipiens","L",450,"NE",2021,32
"3887","FC-066",2021-08-08,"Tarsalis","L",50,"NE",2021,32
"3888","FC-066GR",2021-08-08,"Pipiens","G",55,"NE",2021,32
"3889","FC-066GR",2021-08-08,"Tarsalis","G",4,"NE",2021,32
"3890","FC-067",2021-08-08,"Tarsalis","L",9,"NE",2021,32
"3891","FC-067",2021-08-08,"Pipiens","L",1,"NE",2021,32
"3892","FC-069",2021-08-08,"Tarsalis","L",23,"NE",2021,32
"3893","FC-069",2021-08-08,"Pipiens","L",2,"NE",2021,32
"3894","FC-072",2021-08-08,"Tarsalis","L",49,"NE",2021,32
"3895","FC-072",2021-08-08,"Pipiens","L",17,"NE",2021,32
"3896","FC-091GR",2021-08-08,"Pipiens","G",45,"NE",2021,32
"3897","FC-091GR",2021-08-08,"Tarsalis","G",2,"NE",2021,32
"3898","FC-092GR",2021-08-08,"Pipiens","G",8,"NE",2021,32
"3899","FC-004",2021-08-09,"Tarsalis","L",34,"SE",2021,32
"3900","FC-004",2021-08-09,"Pipiens","L",10,"SE",2021,32
"3901","FC-023",2021-08-09,"Pipiens","L",1,"SE",2021,32
"3902","FC-023",2021-08-09,"Tarsalis","L",3,"SE",2021,32
"3903","FC-027",2021-08-09,"Pipiens","L",107,"SE",2021,32
"3904","FC-027",2021-08-09,"Tarsalis","L",97,"SE",2021,32
"3905","FC-031",2021-08-09,"Tarsalis","L",5,"SE",2021,32
"3906","FC-039",2021-08-09,"Tarsalis","L",19,"SE",2021,32
"3907","FC-039",2021-08-09,"Pipiens","L",3,"SE",2021,32
"3908","FC-046",2021-08-09,"Tarsalis","L",43,"SE",2021,32
"3909","FC-046",2021-08-09,"Pipiens","L",44,"SE",2021,32
"3910","FC-047",2021-08-09,"Tarsalis","L",15,"SE",2021,32
"3911","FC-047",2021-08-09,"Pipiens","L",4,"SE",2021,32
"3912","FC-050",2021-08-09,"Pipiens","L",36,"SE",2021,32
"3913","FC-050",2021-08-09,"Tarsalis","L",36,"SE",2021,32
"3914","FC-053",2021-08-09,"Tarsalis","L",17,"SE",2021,32
"3915","FC-059",2021-08-09,"Pipiens","L",9,"SE",2021,32
"3916","FC-059",2021-08-09,"Tarsalis","L",16,"SE",2021,32
