"","trap_id","zone","zone2","trap_date","year","week","spp","spp0","method","trap_status","total.x","total.y","total","check"
"6100","FC-073","NW","FC",2020-07-07,2020,28,"Tarsalis","Culex tarsalis","L","culex",9,9,9,FALSE
"6101","FC-090GR","NW","FC",2020-07-07,2020,28,"Pipiens","Culex pipiens","G","culex",111,111,111,FALSE
"6102","LC-001","BE","BE",2020-07-07,2020,28,"Tarsalis","Culex tarsalis","L","culex",12,12,12,FALSE
"6103","LC-049","BE","BE",2020-07-07,2020,28,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"6104","LC-053","BE","BE",2020-07-07,2020,28,"Tarsalis","Culex tarsalis","L","culex",4,4,4,FALSE
"6105","LC-054","BE","BE",2020-07-07,2020,28,"Tarsalis","Culex tarsalis","L","culex",10,10,10,FALSE
"6106","LV-020","LV","LV",2020-07-07,2020,28,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"6107","LV-020","LV","LV",2020-07-07,2020,28,"Tarsalis","Culex tarsalis","L","culex",139,139,139,FALSE
"6108","FC-004","SE","FC",2020-07-06,2020,28,"Tarsalis","Culex tarsalis","L","culex",7,7,7,FALSE
"6109","FC-023","SE","FC",2020-07-06,2020,28,"Tarsalis","Culex tarsalis","L","culex",6,6,6,FALSE
"6110","FC-027","SE","FC",2020-07-06,2020,28,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"6111","FC-027","SE","FC",2020-07-06,2020,28,"Tarsalis","Culex tarsalis","L","culex",44,44,44,FALSE
"6112","FC-031","SE","FC",2020-07-06,2020,28,"Pipiens","Culex pipiens","L","culex",2,2,2,FALSE
"6113","FC-031","SE","FC",2020-07-06,2020,28,"Tarsalis","Culex tarsalis","L","culex",38,38,38,FALSE
"6114","FC-039","SE","FC",2020-07-06,2020,28,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6115","FC-046","SE","FC",2020-07-06,2020,28,"Tarsalis","Culex tarsalis","L","culex",4,4,4,FALSE
"6116","FC-047","SE","FC",2020-07-06,2020,28,"Pipiens","Culex pipiens","L","culex",3,3,3,FALSE
"6117","FC-047","SE","FC",2020-07-06,2020,28,"Tarsalis","Culex tarsalis","L","culex",11,11,11,FALSE
"6118","FC-050","SE","FC",2020-07-06,2020,28,"Tarsalis","Culex tarsalis","L","culex",24,24,24,FALSE
"6119","FC-050","SE","FC",2020-07-06,2020,28,"Pipiens","Culex pipiens","L","culex",9,9,9,FALSE
"6120","FC-053","SE","FC",2020-07-06,2020,28,"Tarsalis","Culex tarsalis","L","culex",29,29,29,FALSE
"6121","FC-059","SE","FC",2020-07-06,2020,28,"Pipiens","Culex pipiens","L","culex",2,2,2,FALSE
"6122","FC-059","SE","FC",2020-07-06,2020,28,"Tarsalis","Culex tarsalis","L","culex",13,13,13,FALSE
"6123","FC-064","SE","FC",2020-07-06,2020,28,"Pipiens","Culex pipiens","L","culex",4,4,4,FALSE
"6124","FC-064","SE","FC",2020-07-06,2020,28,"Tarsalis","Culex tarsalis","L","culex",37,37,37,FALSE
"6125","FC-074","SE","FC",2020-07-06,2020,28,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"6126","FC-074","SE","FC",2020-07-06,2020,28,"Tarsalis","Culex tarsalis","L","culex",9,9,9,FALSE
"6127","FC-075","SE","FC",2020-07-06,2020,28,"Pipiens","Culex pipiens","L","culex",3,3,3,FALSE
"6128","FC-075","SE","FC",2020-07-06,2020,28,"Tarsalis","Culex tarsalis","L","culex",20,20,20,FALSE
"6129","FC-075GR","SE","FC",2020-07-06,2020,28,"Pipiens","Culex pipiens","G","culex",90,90,90,FALSE
"6130","FC-088GR","SE","FC",2020-07-06,2020,28,"Pipiens","Culex pipiens","G","culex",475,475,475,FALSE
"6131","LV-089","LV","LV",2020-07-06,2020,28,"Tarsalis","Culex tarsalis","L","culex",97,97,97,FALSE
"6132","LV-089","LV","LV",2020-07-06,2020,28,"Pipiens","Culex pipiens","L","culex",4,4,4,FALSE
"6133","LV-104","LV","LV",2020-07-06,2020,28,"Tarsalis","Culex tarsalis","L","culex",82,82,82,FALSE
"6134","LV-104","LV","LV",2020-07-06,2020,28,"Pipiens","Culex pipiens","L","culex",7,7,7,FALSE
"6135","LV-110","LV","LV",2020-07-06,2020,28,"Tarsalis","Culex tarsalis","L","culex",7,7,7,FALSE
"6136","LV-095","LV","LV",2020-07-05,2020,27,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"6137","FC-029","SE","FC",2020-07-01,2020,27,"Tarsalis","Culex tarsalis","L","culex",16,16,16,FALSE
"6138","FC-029GR","SE","FC",2020-07-01,2020,27,"Pipiens","Culex pipiens","G","culex",2,2,2,FALSE
"6139","FC-037","SW","FC",2020-07-01,2020,27,"Tarsalis","Culex tarsalis","L","culex",25,25,25,FALSE
"6140","FC-054","SE","FC",2020-07-01,2020,27,"Pipiens","Culex pipiens","L","culex",3,3,3,FALSE
"6141","FC-054","SE","FC",2020-07-01,2020,27,"Tarsalis","Culex tarsalis","L","culex",43,43,43,FALSE
"6142","FC-057","SW","FC",2020-07-01,2020,27,"Tarsalis","Culex tarsalis","L","culex",26,26,26,FALSE
"6143","FC-062","SW","FC",2020-07-01,2020,27,"Tarsalis","Culex tarsalis","L","culex",7,7,7,FALSE
"6144","FC-062","SW","FC",2020-07-01,2020,27,"Pipiens","Culex pipiens","L","culex",3,3,3,FALSE
"6145","FC-068","SW","FC",2020-07-01,2020,27,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"6146","FC-071","SW","FC",2020-07-01,2020,27,"Tarsalis","Culex tarsalis","L","culex",5,5,5,FALSE
"6147","FC-089GR","SW","FC",2020-07-01,2020,27,"Pipiens","Culex pipiens","G","culex",15,15,15,FALSE
"6148","FC-093","SW","FC",2020-07-01,2020,27,"Pipiens","Culex pipiens","L","culex",14,14,14,FALSE
"6149","FC-093","SW","FC",2020-07-01,2020,27,"Tarsalis","Culex tarsalis","L","culex",14,14,14,FALSE
"6150","FC-011","NW","FC",2020-06-30,2020,27,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"6151","FC-011","NW","FC",2020-06-30,2020,27,"Pipiens","Culex pipiens","L","culex",2,2,2,FALSE
"6152","FC-015","NW","FC",2020-06-30,2020,27,"Pipiens","Culex pipiens","L","culex",2,2,2,FALSE
"6153","FC-041","NW","FC",2020-06-30,2020,27,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6154","FC-041","NW","FC",2020-06-30,2020,27,"Pipiens","Culex pipiens","L","culex",7,7,7,FALSE
"6155","FC-058","SW","FC",2020-06-30,2020,27,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"6156","FC-058","SW","FC",2020-06-30,2020,27,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"6157","FC-061","NW","FC",2020-06-30,2020,27,"Pipiens","Culex pipiens","L","culex",9,9,9,FALSE
"6158","FC-061","NW","FC",2020-06-30,2020,27,"Tarsalis","Culex tarsalis","L","culex",6,6,6,FALSE
"6159","FC-063","NW","FC",2020-06-30,2020,27,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6160","FC-063","NW","FC",2020-06-30,2020,27,"Pipiens","Culex pipiens","L","culex",2,2,2,FALSE
"6161","FC-063GR","NW","FC",2020-06-30,2020,27,"Pipiens","Culex pipiens","G","culex",9,9,9,FALSE
"6162","FC-073","NW","FC",2020-06-30,2020,27,"Pipiens","Culex pipiens","L","culex",8,8,8,FALSE
"6163","FC-090GR","NW","FC",2020-06-30,2020,27,"Pipiens","Culex pipiens","G","culex",19,19,19,FALSE
"6164","LC-001","BE","BE",2020-06-30,2020,27,"Tarsalis","Culex tarsalis","L","culex",21,21,21,FALSE
"6165","LC-001","BE","BE",2020-06-30,2020,27,"Pipiens","Culex pipiens","L","culex",5,5,5,FALSE
"6166","LC-049","BE","BE",2020-06-30,2020,27,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"6167","LC-049","BE","BE",2020-06-30,2020,27,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6168","LC-053","BE","BE",2020-06-30,2020,27,"Tarsalis","Culex tarsalis","L","culex",10,10,10,FALSE
"6169","LC-054","BE","BE",2020-06-30,2020,27,"Tarsalis","Culex tarsalis","L","culex",11,11,11,FALSE
"6170","LV-020","LV","LV",2020-06-30,2020,27,"Pipiens","Culex pipiens","L","culex",4,4,4,FALSE
"6171","LV-020","LV","LV",2020-06-30,2020,27,"Tarsalis","Culex tarsalis","L","culex",26,26,26,FALSE
"6172","FC-004","SE","FC",2020-06-29,2020,27,"Tarsalis","Culex tarsalis","L","culex",12,12,12,FALSE
"6173","FC-023","SE","FC",2020-06-29,2020,27,"Tarsalis","Culex tarsalis","L","culex",4,4,4,FALSE
"6174","FC-023","SE","FC",2020-06-29,2020,27,"Pipiens","Culex pipiens","L","culex",5,5,5,FALSE
"6175","FC-027","SE","FC",2020-06-29,2020,27,"Pipiens","Culex pipiens","L","culex",3,3,3,FALSE
"6176","FC-027","SE","FC",2020-06-29,2020,27,"Tarsalis","Culex tarsalis","L","culex",24,24,24,FALSE
"6177","FC-031","SE","FC",2020-06-29,2020,27,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"6178","FC-031","SE","FC",2020-06-29,2020,27,"Tarsalis","Culex tarsalis","L","culex",15,15,15,FALSE
"6179","FC-039","SE","FC",2020-06-29,2020,27,"Tarsalis","Culex tarsalis","L","culex",50,50,50,FALSE
"6180","FC-046","SE","FC",2020-06-29,2020,27,"Pipiens","Culex pipiens","L","culex",5,5,5,FALSE
"6181","FC-046","SE","FC",2020-06-29,2020,27,"Tarsalis","Culex tarsalis","L","culex",5,5,5,FALSE
"6182","FC-047","SE","FC",2020-06-29,2020,27,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6183","FC-050","SE","FC",2020-06-29,2020,27,"Pipiens","Culex pipiens","L","culex",4,4,4,FALSE
"6184","FC-050","SE","FC",2020-06-29,2020,27,"Tarsalis","Culex tarsalis","L","culex",5,5,5,FALSE
"6185","FC-053","SE","FC",2020-06-29,2020,27,"Tarsalis","Culex tarsalis","L","culex",82,82,82,FALSE
"6186","FC-059","SE","FC",2020-06-29,2020,27,"Pipiens","Culex pipiens","L","culex",4,4,4,FALSE
"6187","FC-059","SE","FC",2020-06-29,2020,27,"Tarsalis","Culex tarsalis","L","culex",8,8,8,FALSE
"6188","FC-064","SE","FC",2020-06-29,2020,27,"Tarsalis","Culex tarsalis","L","culex",31,31,31,FALSE
"6189","FC-074","SE","FC",2020-06-29,2020,27,"Tarsalis","Culex tarsalis","L","culex",17,17,17,FALSE
"6190","FC-075","SE","FC",2020-06-29,2020,27,"Tarsalis","Culex tarsalis","L","culex",9,9,9,FALSE
"6191","FC-075GR","SE","FC",2020-06-29,2020,27,"Pipiens","Culex pipiens","G","culex",1,1,1,FALSE
"6192","FC-088GR","SE","FC",2020-06-29,2020,27,"Pipiens","Culex pipiens","G","culex",100,100,100,FALSE
"6193","LV-089","LV","LV",2020-06-29,2020,27,"Pipiens","Culex pipiens","L","culex",2,2,2,FALSE
"6194","LV-089","LV","LV",2020-06-29,2020,27,"Tarsalis","Culex tarsalis","L","culex",55,55,55,FALSE
"6195","LV-104","LV","LV",2020-06-29,2020,27,"Tarsalis","Culex tarsalis","L","culex",26,26,26,FALSE
"6196","LV-110","LV","LV",2020-06-29,2020,27,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"6197","FC-036","NW","FC",2020-06-28,2020,26,"Pipiens","Culex pipiens","L","culex",2,2,2,FALSE
"6198","FC-072","NE","FC",2020-06-28,2020,26,"Pipiens","Culex pipiens","L","culex",2,2,2,FALSE
"6199","LV-069","LV","LV",2020-06-28,2020,26,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"6200","FC-001","SW","FC",2020-06-24,2020,26,"Tarsalis","Culex tarsalis","L","culex",7,7,7,FALSE
"6201","FC-029","SE","FC",2020-06-24,2020,26,"Tarsalis","Culex tarsalis","L","culex",4,4,4,FALSE
"6202","FC-029GR","SE","FC",2020-06-24,2020,26,"Pipiens","Culex pipiens","G","culex",63,63,63,FALSE
"6203","FC-037","SW","FC",2020-06-24,2020,26,"Pipiens","Culex pipiens","L","culex",5,5,5,FALSE
"6204","FC-037","SW","FC",2020-06-24,2020,26,"Tarsalis","Culex tarsalis","L","culex",19,19,19,FALSE
"6205","FC-054","SE","FC",2020-06-24,2020,26,"Tarsalis","Culex tarsalis","L","culex",4,4,4,FALSE
"6206","FC-057","SW","FC",2020-06-24,2020,26,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"6207","FC-089GR","SW","FC",2020-06-24,2020,26,"Pipiens","Culex pipiens","G","culex",7,7,7,FALSE
"6208","FC-093","SW","FC",2020-06-24,2020,26,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"6209","FC-093","SW","FC",2020-06-24,2020,26,"Pipiens","Culex pipiens","L","culex",4,4,4,FALSE
"6210","FC-011","NW","FC",2020-06-23,2020,26,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6211","FC-011","NW","FC",2020-06-23,2020,26,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"6212","FC-041","NW","FC",2020-06-23,2020,26,"Pipiens","Culex pipiens","L","culex",3,3,3,FALSE
"6213","FC-041","NW","FC",2020-06-23,2020,26,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"6214","FC-052","NW","FC",2020-06-23,2020,26,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"6215","FC-061","NW","FC",2020-06-23,2020,26,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"6216","FC-063GR","NW","FC",2020-06-23,2020,26,"Pipiens","Culex pipiens","G","culex",2,2,2,FALSE
"6217","FC-073","NW","FC",2020-06-23,2020,26,"Pipiens","Culex pipiens","L","culex",2,2,2,FALSE
"6218","FC-090GR","NW","FC",2020-06-23,2020,26,"Pipiens","Culex pipiens","G","culex",10,10,10,FALSE
"6219","LC-001","BE","BE",2020-06-23,2020,26,"Tarsalis","Culex tarsalis","L","culex",6,6,6,FALSE
"6220","LC-001","BE","BE",2020-06-23,2020,26,"Pipiens","Culex pipiens","L","culex",3,3,3,FALSE
"6221","LC-054","BE","BE",2020-06-23,2020,26,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6222","LV-020","LV","LV",2020-06-23,2020,26,"Tarsalis","Culex tarsalis","L","culex",26,26,26,FALSE
"6223","FC-004","SE","FC",2020-06-22,2020,26,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"6224","FC-023","SE","FC",2020-06-22,2020,26,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"6225","FC-027","SE","FC",2020-06-22,2020,26,"Tarsalis","Culex tarsalis","L","culex",18,18,18,FALSE
"6226","FC-027","SE","FC",2020-06-22,2020,26,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"6227","FC-031","SE","FC",2020-06-22,2020,26,"Tarsalis","Culex tarsalis","L","culex",21,21,21,FALSE
"6228","FC-039","SE","FC",2020-06-22,2020,26,"Tarsalis","Culex tarsalis","L","culex",52,52,52,FALSE
"6229","FC-046","SE","FC",2020-06-22,2020,26,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6230","FC-047","SE","FC",2020-06-22,2020,26,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"6231","FC-047","SE","FC",2020-06-22,2020,26,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"6232","FC-050","SE","FC",2020-06-22,2020,26,"Tarsalis","Culex tarsalis","L","culex",8,8,8,FALSE
"6233","FC-050","SE","FC",2020-06-22,2020,26,"Pipiens","Culex pipiens","L","culex",9,9,9,FALSE
"6234","FC-053","SE","FC",2020-06-22,2020,26,"Tarsalis","Culex tarsalis","L","culex",8,8,8,FALSE
"6235","FC-059","SE","FC",2020-06-22,2020,26,"Tarsalis","Culex tarsalis","L","culex",4,4,4,FALSE
"6236","FC-059","SE","FC",2020-06-22,2020,26,"Pipiens","Culex pipiens","L","culex",3,3,3,FALSE
"6237","FC-064","SE","FC",2020-06-22,2020,26,"Tarsalis","Culex tarsalis","L","culex",79,79,79,FALSE
"6238","FC-064","SE","FC",2020-06-22,2020,26,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"6239","FC-074","SE","FC",2020-06-22,2020,26,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6240","FC-075","SE","FC",2020-06-22,2020,26,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"6241","FC-075GR","SE","FC",2020-06-22,2020,26,"Pipiens","Culex pipiens","G","culex",50,50,50,FALSE
"6242","FC-088GR","SE","FC",2020-06-22,2020,26,"Pipiens","Culex pipiens","G","culex",118,118,118,FALSE
"6243","LV-089","LV","LV",2020-06-22,2020,26,"Pipiens","Culex pipiens","L","culex",2,2,2,FALSE
"6244","LV-089","LV","LV",2020-06-22,2020,26,"Tarsalis","Culex tarsalis","L","culex",39,39,39,FALSE
"6245","LV-104","LV","LV",2020-06-22,2020,26,"Tarsalis","Culex tarsalis","L","culex",15,15,15,FALSE
"6246","LV-110","LV","LV",2020-06-22,2020,26,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"6247","FC-006","NE","FC",2020-06-21,2020,25,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6248","FC-019","NE","FC",2020-06-21,2020,25,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6249","FC-072","NE","FC",2020-06-21,2020,25,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6250","FC-029","SE","FC",2020-06-17,2020,25,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"6251","FC-029GR","SE","FC",2020-06-17,2020,25,"Pipiens","Culex pipiens","G","culex",31,31,31,FALSE
"6252","FC-037","SW","FC",2020-06-17,2020,25,"Pipiens","Culex pipiens","L","culex",4,4,4,FALSE
"6253","FC-037","SW","FC",2020-06-17,2020,25,"Tarsalis","Culex tarsalis","L","culex",18,18,18,FALSE
"6254","FC-054","SE","FC",2020-06-17,2020,25,"Tarsalis","Culex tarsalis","L","culex",4,4,4,FALSE
"6255","FC-062","SW","FC",2020-06-17,2020,25,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"6256","FC-062","SW","FC",2020-06-17,2020,25,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6257","FC-089GR","SW","FC",2020-06-17,2020,25,"Pipiens","Culex pipiens","G","culex",1,1,1,FALSE
"6258","FC-093","SW","FC",2020-06-17,2020,25,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"6259","FC-011","NW","FC",2020-06-16,2020,25,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"6260","FC-015","NW","FC",2020-06-16,2020,25,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"6261","FC-052","NW","FC",2020-06-16,2020,25,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6262","FC-058","SW","FC",2020-06-16,2020,25,"Pipiens","Culex pipiens","L","culex",3,3,3,FALSE
"6263","FC-063GR","NW","FC",2020-06-16,2020,25,"Pipiens","Culex pipiens","G","culex",17,17,17,FALSE
"6264","FC-090GR","NW","FC",2020-06-16,2020,25,"Pipiens","Culex pipiens","G","culex",11,11,11,FALSE
"6265","LC-001","BE","BE",2020-06-16,2020,25,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"6266","LC-053","BE","BE",2020-06-16,2020,25,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"6267","LC-054","BE","BE",2020-06-16,2020,25,"Tarsalis","Culex tarsalis","L","culex",5,5,5,FALSE
"6268","LV-020","LV","LV",2020-06-16,2020,25,"Pipiens","Culex pipiens","L","culex",5,5,5,FALSE
"6269","LV-020","LV","LV",2020-06-16,2020,25,"Tarsalis","Culex tarsalis","L","culex",17,17,17,FALSE
"6270","FC-004","SE","FC",2020-06-15,2020,25,"Tarsalis","Culex tarsalis","L","culex",4,4,4,FALSE
"6271","FC-023","SE","FC",2020-06-15,2020,25,"Pipiens","Culex pipiens","L","culex",2,2,2,FALSE
"6272","FC-023","SE","FC",2020-06-15,2020,25,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"6273","FC-027","SE","FC",2020-06-15,2020,25,"Tarsalis","Culex tarsalis","L","culex",10,10,10,FALSE
"6274","FC-027","SE","FC",2020-06-15,2020,25,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"6275","FC-031","SE","FC",2020-06-15,2020,25,"Tarsalis","Culex tarsalis","L","culex",8,8,8,FALSE
"6276","FC-039","SE","FC",2020-06-15,2020,25,"Tarsalis","Culex tarsalis","L","culex",15,15,15,FALSE
"6277","FC-046","SE","FC",2020-06-15,2020,25,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6278","FC-047","SE","FC",2020-06-15,2020,25,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6279","FC-050","SE","FC",2020-06-15,2020,25,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"6280","FC-050","SE","FC",2020-06-15,2020,25,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"6281","FC-053","SE","FC",2020-06-15,2020,25,"Tarsalis","Culex tarsalis","L","culex",45,45,45,FALSE
"6282","FC-059","SE","FC",2020-06-15,2020,25,"Pipiens","Culex pipiens","L","culex",2,2,2,FALSE
"6283","FC-059","SE","FC",2020-06-15,2020,25,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"6284","FC-064","SE","FC",2020-06-15,2020,25,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"6285","FC-074","SE","FC",2020-06-15,2020,25,"Tarsalis","Culex tarsalis","L","culex",5,5,5,FALSE
"6286","FC-075","SE","FC",2020-06-15,2020,25,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"6287","FC-075GR","SE","FC",2020-06-15,2020,25,"Pipiens","Culex pipiens","G","culex",14,14,14,FALSE
"6288","FC-088GR","SE","FC",2020-06-15,2020,25,"Pipiens","Culex pipiens","G","culex",46,46,46,FALSE
"6289","LV-089","LV","LV",2020-06-15,2020,25,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6290","LV-104","LV","LV",2020-06-15,2020,25,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"6291","LV-110","LV","LV",2020-06-15,2020,25,"Tarsalis","Culex tarsalis","L","culex",7,7,7,FALSE
"6292","FC-034","NE","FC",2020-06-14,2020,24,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6293","FC-072","NE","FC",2020-06-14,2020,24,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6294","FC-029","SE","FC",2020-06-10,2020,24,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6295","FC-029","SE","FC",2020-06-10,2020,24,"Pipiens","Culex pipiens","L","culex",2,2,2,FALSE
"6296","FC-029GR","SE","FC",2020-06-10,2020,24,"Pipiens","Culex pipiens","G","culex",33,33,33,FALSE
"6297","FC-037","SW","FC",2020-06-10,2020,24,"Tarsalis","Culex tarsalis","L","culex",6,6,6,FALSE
"6298","FC-054","SE","FC",2020-06-10,2020,24,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6299","FC-057","SW","FC",2020-06-10,2020,24,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6300","FC-068","SW","FC",2020-06-10,2020,24,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6301","FC-089GR","SW","FC",2020-06-10,2020,24,"Pipiens","Culex pipiens","G","culex",5,5,5,FALSE
"6302","FC-093","SW","FC",2020-06-10,2020,24,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"6303","FC-011","NW","FC",2020-06-09,2020,24,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"6304","FC-011","NW","FC",2020-06-09,2020,24,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6305","FC-041","NW","FC",2020-06-09,2020,24,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"6306","FC-052","NW","FC",2020-06-09,2020,24,"Pipiens","Culex pipiens","L","culex",2,2,2,FALSE
"6307","FC-063GR","NW","FC",2020-06-09,2020,24,"Pipiens","Culex pipiens","G","culex",3,3,3,FALSE
"6308","FC-073","NW","FC",2020-06-09,2020,24,"Pipiens","Culex pipiens","L","culex",4,4,4,FALSE
"6309","FC-090GR","NW","FC",2020-06-09,2020,24,"Pipiens","Culex pipiens","G","culex",1,1,1,FALSE
"6310","LC-001","BE","BE",2020-06-09,2020,24,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6311","LC-053","BE","BE",2020-06-09,2020,24,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"6312","LC-054","BE","BE",2020-06-09,2020,24,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6313","LV-020","LV","LV",2020-06-09,2020,24,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"6314","BC-13","BC",NA,NA,2025,26,"Tarsalis",NA,NA,NA,NA,17,17,FALSE
"6315","BC-20","BC",NA,NA,2025,26,"Tarsalis",NA,NA,NA,NA,21,21,FALSE
"6316","BC-22","BC",NA,NA,2025,26,"Tarsalis",NA,NA,NA,NA,17,17,FALSE
"6317","BC-24","BC",NA,NA,2025,26,"Tarsalis",NA,NA,NA,NA,49,49,FALSE
"6318","BC-26","BC",NA,NA,2025,26,"Tarsalis",NA,NA,NA,NA,18,18,FALSE
"6319","BC-04","BC",NA,NA,2025,25,"Tarsalis",NA,NA,NA,NA,20,20,FALSE
"6320","BC-22","BC",NA,NA,2025,25,"Tarsalis",NA,NA,NA,NA,49,49,FALSE
"6321","BC-24","BC",NA,NA,2025,25,"Tarsalis",NA,NA,NA,NA,49,49,FALSE
"6322","BC-25","BC",NA,NA,2025,25,"Tarsalis",NA,NA,NA,NA,49,49,FALSE
"6323","BC-28","BC",NA,NA,2025,25,"Tarsalis",NA,NA,NA,NA,28,28,FALSE
"6324","FC-001","SW",NA,NA,2025,24,"Tarsalis",NA,NA,NA,NA,1,1,FALSE
"6325","FC-029","SE",NA,NA,2025,24,"Pipiens",NA,NA,NA,NA,1,1,FALSE
"6326","FC-029","SE",NA,NA,2025,24,"Tarsalis",NA,NA,NA,NA,8,8,FALSE
"6327","FC-029GR","SE",NA,NA,2025,24,"Pipiens",NA,NA,NA,NA,14,14,FALSE
"6328","FC-037","SW",NA,NA,2025,24,"Pipiens",NA,NA,NA,NA,1,1,FALSE
"6329","FC-037","SW",NA,NA,2025,24,"Tarsalis",NA,NA,NA,NA,3,3,FALSE
"6330","FC-062","SW",NA,NA,2025,24,"Pipiens",NA,NA,NA,NA,1,1,FALSE
"6331","FC-062","SW",NA,NA,2025,24,"Tarsalis",NA,NA,NA,NA,2,2,FALSE
"6332","FC-068","SW",NA,NA,2025,24,"Tarsalis",NA,NA,NA,NA,1,1,FALSE
"6333","FC-071","SW",NA,NA,2025,24,"Tarsalis",NA,NA,NA,NA,1,1,FALSE
"6334","FC-089GR","SW",NA,NA,2025,24,"Pipiens",NA,NA,NA,NA,5,5,FALSE
"6335","FC-093","SW",NA,NA,2025,24,"Tarsalis",NA,NA,NA,NA,1,1,FALSE
"6336","FC-015","NW",NA,NA,2025,24,"Tarsalis",NA,NA,NA,NA,1,1,FALSE
